transaction_id,amount,contract_duration,department,bidding_process,num_bidders,winning_bid_ratio,supplier,previous_contracts,officer_id,officer_tenure,is_fraud
TX-03663,46625.49,6,health,open,8,0.5,Vendor-178,1,OFF-3785,1.9,0.0
TX-03664,94295.44,12,education,open,4,0.5,Vendor-82,2,OFF-7812,6.1,0.0
TX-03665,13275.9,12,health,direct,6,0.5382294918723177,Vendor-62,6,OFF-5525,2.8,0.0
TX-03666,65192.79,24,education,open,3,0.5,Vendor-105,2,OFF-3890,0.6,0.0
TX-03667,58240.58,12,education,open,4,0.5,Vendor-4,2,OFF-7307,2.3,0.0
TX-03668,32411.96,12,health,open,1,0.9446356217628368,Vendor-109,2,OFF-1508,1.6,0.0
TX-03669,47617.23,36,education,open,5,0.5,Vendor-76,2,OFF-4598,0.5,0.0
TX-03670,82748.9,6,infrastructure,open,3,0.5,Vendor-84,3,OFF-9687,2.8,0.0
TX-03671,72973.55,6,health,open,3,0.5,Vendor-29,3,OFF-8893,1.5,0.0
TX-03672,14553.47,12,education,open,5,0.5,Vendor-133,1,OFF-4816,5.3,0.0
TX-03673,69991.32,6,defense,open,6,0.5,Vendor-123,3,OFF-2556,3.0,0.0
TX-03674,34483.94,12,health,open,3,0.6417002559565624,Vendor-123,1,OFF-7130,2.3,0.0
TX-03675,38495.6,6,health,open,7,0.5,Vendor-82,2,OFF-9991,1.9,0.0
TX-03676,38505.55,6,education,direct,5,0.65,Vendor-137,0,OFF-1423,0.6,1.0
TX-03677,32202.7,6,education,open,2,0.5,Vendor-28,5,OFF-3641,2.0,0.0
TX-03678,94217.95,12,health,open,5,0.5,Vendor-165,2,OFF-4495,0.9,0.0
TX-03679,33962.95,24,health,restricted,4,0.5,Vendor-169,2,OFF-1072,3.0,0.0
TX-03680,14829.34,24,education,open,3,0.5,Vendor-59,0,OFF-5173,4.5,0.0
TX-03681,26507.32,6,health,open,3,0.5,Vendor-146,1,OFF-3796,3.2,0.0
TX-03682,41896.42,12,education,open,2,0.5,Vendor-28,2,OFF-2688,9.6,0.0
TX-03683,97087.88,6,education,restricted,6,0.5,Vendor-180,2,OFF-1628,0.1,0.0
TX-03684,58834.03,12,health,open,2,0.5,Vendor-148,2,OFF-1031,1.2,0.0
TX-03685,18390.17,24,health,open,2,0.5,Vendor-95,6,OFF-5743,0.7,1.0
TX-03686,265176.77,12,education,open,4,0.5,Vendor-132,3,OFF-6508,1.2,0.0
TX-03687,44883.26,6,education,open,2,0.5,Vendor-160,4,OFF-9075,2.5,0.0
TX-03688,100741.45,12,defense,open,4,0.9309464337930037,Vendor-60,0,OFF-4431,0.4,0.0
TX-03689,32164.82,6,health,open,2,0.65,Vendor-44,2,OFF-2853,1.1,1.0
TX-03690,55641.66,12,education,open,1,0.65,Vendor-179,6,OFF-5456,2.2,1.0
TX-03691,71080.96,12,health,open,2,0.5,Vendor-157,3,OFF-2488,2.9,0.0
TX-03692,96235.71,12,defense,open,3,0.5,Vendor-113,2,OFF-4542,5.5,0.0
TX-03693,84617.35,36,health,open,3,0.5,Vendor-185,1,OFF-8413,1.7,0.0
TX-03694,72966.64,12,education,restricted,3,0.5,Vendor-89,1,OFF-6121,1.9,0.0
TX-03695,28224.07,24,health,restricted,4,0.6305815089773668,Vendor-143,1,OFF-2562,0.3,0.0
TX-03696,22985.14,24,health,open,6,0.5,Vendor-61,1,OFF-5912,5.1,0.0
TX-03697,47386.18,12,health,direct,3,0.5,Vendor-94,3,OFF-3450,0.1,0.0
TX-03698,76611.5,12,health,open,7,0.5,Vendor-181,2,OFF-4498,5.5,0.0
TX-03699,30388.62,6,health,open,4,0.5,Vendor-45,2,OFF-8703,5.4,0.0
TX-03700,85147.27,12,health,open,5,0.5,Vendor-117,1,OFF-2246,3.0,0.0
TX-03701,116086.79,12,health,restricted,4,0.5,Vendor-19,0,OFF-2587,2.2,0.0
TX-03702,17447.35,6,health,restricted,5,0.65,Vendor-87,5,OFF-7567,0.4,1.0
TX-03703,18591.57,12,education,open,2,0.5,Vendor-82,4,OFF-4417,7.9,0.0
TX-03704,32457.93,24,education,open,4,0.5,Vendor-185,1,OFF-4325,0.1,0.0
TX-03705,46448.07,36,health,restricted,4,0.5,Vendor-126,1,OFF-5604,1.4,0.0
TX-03706,23869.25,12,health,open,4,0.5,Vendor-172,0,OFF-5407,5.1,0.0
TX-03707,107126.12,12,health,restricted,2,0.5,Vendor-27,2,OFF-3932,1.7,0.0
TX-03708,50983.3,24,health,open,7,0.5,Vendor-15,2,OFF-9957,2.0,0.0
TX-03709,37479.81,12,health,open,6,0.5,Vendor-148,2,OFF-6685,5.5,0.0
TX-03710,11513.46,6,health,direct,4,0.5,Vendor-3,2,OFF-8070,0.3,0.0
TX-03711,12674.5,6,defense,open,3,0.5,Vendor-145,1,OFF-7559,3.6,0.0
TX-03712,45469.97,24,defense,open,8,0.5,Vendor-66,1,OFF-3200,2.8,1.0
TX-03713,6594.05,6,health,open,5,0.5,Vendor-144,1,OFF-4056,13.7,0.0
TX-03714,81642.88,12,education,restricted,6,0.5,Vendor-84,3,OFF-7871,2.0,0.0
TX-03715,31999.54,12,health,open,4,0.65,Vendor-154,2,OFF-2497,7.3,1.0
TX-03716,486248.15,24,health,open,5,0.6941789400313784,Vendor-105,6,OFF-1336,3.5,0.0
TX-03717,230114.66,36,defense,open,5,0.65,Vendor-90,2,OFF-5787,3.0,1.0
TX-03718,31408.72,12,health,open,3,0.5,Vendor-22,1,OFF-4511,1.1,0.0
TX-03719,33353.91,36,education,direct,4,0.9189328364780663,Vendor-25,3,OFF-6197,3.6,0.0
TX-03720,80536.45,6,education,direct,5,0.5,Vendor-43,2,OFF-4930,1.1,0.0
TX-03721,141851.79,6,education,direct,6,0.5,Vendor-92,1,OFF-7325,4.8,0.0
TX-03722,9794.5,36,health,open,4,0.5,Vendor-67,7,OFF-1900,12.5,1.0
TX-03723,8698.45,12,education,restricted,1,0.5,Vendor-178,3,OFF-9359,3.0,0.0
TX-03724,22078.78,6,health,open,2,0.5,Vendor-191,0,OFF-4796,1.4,0.0
TX-03725,57883.64,12,health,open,1,0.5,Vendor-74,0,OFF-4620,1.2,0.0
TX-03726,54041.03,24,defense,restricted,2,0.9753558975152296,Vendor-131,1,OFF-3665,1.3,0.0
TX-03727,85461.15,24,education,restricted,6,0.5,Vendor-174,1,OFF-2869,1.4,0.0
TX-03728,13908.31,24,defense,open,1,0.8502307277589025,Vendor-173,7,OFF-7344,1.2,1.0
TX-03729,5693.53,12,health,direct,2,0.5,Vendor-187,3,OFF-1015,2.4,0.0
TX-03730,72143.42,24,health,restricted,6,0.5,Vendor-157,1,OFF-1382,5.4,0.0
TX-03731,18721.78,12,education,restricted,4,0.5,Vendor-24,0,OFF-6174,9.8,0.0
TX-03732,7224.33,12,health,restricted,2,0.5,Vendor-91,1,OFF-1422,1.0,0.0
TX-03733,40784.24,24,education,open,5,0.5,Vendor-134,2,OFF-9991,2.5,0.0
TX-03734,68496.68,12,defense,restricted,3,0.5185691276375767,Vendor-188,3,OFF-5244,4.8,0.0
TX-03735,32937.08,6,defense,open,3,0.5,Vendor-114,4,OFF-1078,0.4,1.0
TX-03736,25177.88,12,education,open,1,0.5,Vendor-2,1,OFF-7875,1.5,0.0
TX-03737,31968.62,12,health,open,3,0.5,Vendor-24,1,OFF-1482,1.1,0.0
TX-03738,26998.42,6,defense,restricted,6,0.5,Vendor-151,1,OFF-7606,3.1,0.0
TX-03739,12351.86,6,education,restricted,4,0.5,Vendor-174,3,OFF-4967,3.8,0.0
TX-03740,20501.54,6,defense,direct,4,0.5,Vendor-155,4,OFF-1178,4.8,0.0
TX-03741,55106.55,6,education,open,3,0.5,Vendor-134,2,OFF-4207,7.6,0.0
TX-03742,46973.69,24,defense,open,4,0.5902766806069433,Vendor-137,1,OFF-1667,3.6,0.0
TX-03743,41541.48,6,health,open,3,0.5019499477066744,Vendor-168,2,OFF-5777,1.7,0.0
TX-03744,16381.06,6,education,restricted,2,0.5,Vendor-132,4,OFF-8186,1.8,0.0
TX-03745,31407.36,12,health,restricted,3,0.5845630502127638,Vendor-144,4,OFF-2182,4.3,0.0
TX-03746,6363.59,24,education,open,4,0.9248192885294123,Vendor-52,3,OFF-9260,8.5,0.0
TX-03747,41889.12,6,education,restricted,6,0.5,Vendor-117,1,OFF-3908,5.0,0.0
TX-03748,113901.14,6,health,open,4,0.5,Vendor-129,2,OFF-2010,0.7,0.0
TX-03749,11166.73,36,education,open,7,0.5,Vendor-190,1,OFF-7754,0.3,0.0
TX-03750,22725.84,12,health,open,5,0.5,Vendor-29,3,OFF-6336,1.8,0.0
TX-03751,47253.66,36,health,open,4,0.5,Vendor-22,2,OFF-1801,4.5,0.0
TX-03752,98940.52,6,health,restricted,7,0.5,Vendor-131,1,OFF-7265,6.8,0.0
TX-03753,25372.48,6,health,open,4,0.5,Vendor-161,3,OFF-7640,3.6,0.0
TX-03754,20872.75,6,health,open,3,0.5,Vendor-164,1,OFF-2086,0.1,0.0
TX-03755,7516.54,6,health,open,2,0.5,Vendor-97,1,OFF-7193,1.4,0.0
TX-03756,39448.47,24,health,open,4,0.9717080454328706,Vendor-138,4,OFF-8927,1.4,0.0
TX-03757,186029.55,36,health,open,3,0.5,Vendor-125,1,OFF-4400,6.1,0.0
TX-03758,45337.36,36,health,open,3,0.5,Vendor-54,1,OFF-8005,3.1,0.0
TX-03759,35673.98,24,education,open,4,0.5,Vendor-188,2,OFF-4676,1.3,0.0
TX-03760,46988.86,24,education,open,7,0.5,Vendor-171,3,OFF-3182,0.1,0.0
TX-03761,35994.68,12,infrastructure,open,8,0.65,Vendor-89,4,OFF-7867,1.6,1.0
TX-03762,18950.56,24,health,open,4,0.5,Vendor-7,0,OFF-8991,1.7,0.0
TX-03763,70166.34,6,defense,open,4,0.5,Vendor-78,2,OFF-2760,0.7,0.0
TX-03764,43504.05,12,health,open,2,0.5594147480208683,Vendor-53,1,OFF-9918,0.9,0.0
TX-03765,36830.83,12,health,restricted,4,0.5,Vendor-64,2,OFF-4529,0.1,0.0
TX-03766,16642.37,24,health,restricted,3,0.5,Vendor-35,2,OFF-2968,4.4,0.0
TX-03767,103033.18,12,health,restricted,5,0.5,Vendor-69,1,OFF-9824,0.7,0.0
TX-03768,61806.4,24,health,open,3,0.5,Vendor-29,1,OFF-8166,4.1,0.0
TX-03769,23333.92,12,education,open,5,0.5,Vendor-176,2,OFF-3113,1.3,0.0
TX-03770,80939.71,24,defense,open,1,0.65,Vendor-135,4,OFF-6749,0.3,1.0
TX-03771,24390.36,36,infrastructure,open,3,0.5,Vendor-188,1,OFF-7935,0.8,0.0
TX-03772,19426.57,6,education,open,2,0.65,Vendor-193,0,OFF-6187,2.8,1.0
TX-03773,19776.26,36,education,open,6,0.5,Vendor-125,3,OFF-1049,0.5,0.0
TX-03774,8805.62,12,health,open,2,0.5,Vendor-89,2,OFF-5248,0.0,0.0
TX-03775,52956.91,12,defense,direct,5,0.5,Vendor-172,1,OFF-9867,1.4,0.0
TX-03776,8392.42,24,education,direct,2,0.5,Vendor-48,0,OFF-4350,0.1,0.0
TX-03777,13592.11,12,health,restricted,3,0.5,Vendor-49,2,OFF-6413,3.3,0.0
TX-03778,6901.75,12,education,open,1,0.5,Vendor-108,2,OFF-6396,0.2,0.0
TX-03779,33899.12,12,health,direct,7,0.5,Vendor-132,2,OFF-7182,6.0,0.0
TX-03780,32200.71,6,education,restricted,3,0.5,Vendor-126,4,OFF-7315,10.9,0.0
TX-03781,27963.15,12,defense,open,4,0.5,Vendor-93,3,OFF-9743,5.6,0.0
TX-03782,15771.15,6,education,open,3,0.5,Vendor-91,1,OFF-6947,3.0,0.0
TX-03783,14217.27,36,defense,open,4,0.5,Vendor-181,1,OFF-7058,3.0,0.0
TX-03784,52653.92,6,defense,open,5,0.5,Vendor-104,0,OFF-5457,6.5,0.0
TX-03785,23378.18,12,health,open,3,0.5,Vendor-20,1,OFF-1479,0.5,0.0
TX-03786,46774.18,36,health,open,2,0.5,Vendor-185,4,OFF-8399,0.8,0.0
TX-03787,17886.49,36,health,open,5,0.5,Vendor-153,1,OFF-2335,0.0,0.0
TX-03788,41975.87,24,defense,open,3,0.5,Vendor-135,5,OFF-6960,0.1,0.0
TX-03789,103014.23,12,health,open,4,0.5,Vendor-181,3,OFF-9438,0.6,0.0
TX-03790,58042.61,6,education,open,5,0.7203711211466322,Vendor-79,0,OFF-2259,0.1,0.0
TX-03791,26109.88,12,health,open,6,0.5,Vendor-164,1,OFF-1946,0.1,0.0
TX-03792,44612.05,6,education,open,8,0.5,Vendor-160,2,OFF-7130,2.9,0.0
TX-03793,29955.49,24,health,open,2,0.65,Vendor-39,1,OFF-6624,0.7,1.0
TX-03794,36545.16,12,health,direct,6,0.5,Vendor-17,2,OFF-2986,4.8,0.0
TX-03795,27987.44,12,health,open,2,0.9381710204078335,Vendor-37,5,OFF-1374,1.9,0.0
TX-03796,31841.69,12,education,open,4,0.5,Vendor-105,0,OFF-8507,0.3,0.0
TX-03797,43030.94,12,health,open,4,0.5,Vendor-133,1,OFF-6124,3.7,0.0
TX-03798,16404.53,12,defense,open,6,0.5,Vendor-180,1,OFF-8731,6.2,0.0
TX-03799,16111.63,24,health,open,1,0.5,Vendor-85,5,OFF-8338,2.4,1.0
TX-03800,11958.12,6,education,direct,5,0.5,Vendor-169,0,OFF-5048,3.0,0.0
TX-03801,10094.87,12,defense,open,8,0.5,Vendor-196,3,OFF-6474,0.3,0.0
TX-03802,13714.02,6,education,open,3,0.5,Vendor-20,2,OFF-4794,5.7,0.0
TX-03803,41256.75,6,health,open,3,0.9572297197825038,Vendor-73,5,OFF-5558,1.3,0.0
TX-03804,17778.94,12,defense,restricted,4,0.5,Vendor-100,1,OFF-2834,1.4,0.0
TX-03805,54769.65,6,health,open,4,0.9218988302140015,Vendor-21,3,OFF-8231,5.2,0.0
TX-03806,37338.15,6,health,open,5,0.5,Vendor-119,3,OFF-7886,0.5,0.0
TX-03807,7519.06,24,health,open,2,0.5,Vendor-20,4,OFF-3227,1.2,0.0
TX-03808,61327.31,12,health,direct,2,0.5,Vendor-6,3,OFF-7170,4.6,0.0
TX-03809,69469.21,6,education,restricted,1,0.696087983958308,Vendor-128,1,OFF-6268,0.5,1.0
TX-03810,16397.92,6,education,open,3,0.5,Vendor-8,1,OFF-3498,0.3,0.0
TX-03811,50825.49,6,health,open,3,0.5,Vendor-88,1,OFF-7799,0.4,0.0
TX-03812,18302.65,12,health,open,3,0.5,Vendor-37,1,OFF-5304,2.4,0.0
TX-03813,39266.86,12,health,open,3,0.5,Vendor-5,2,OFF-8584,0.2,0.0
TX-03814,13205.67,12,health,open,4,0.5,Vendor-79,1,OFF-3639,2.4,0.0
TX-03815,8651.73,6,health,open,5,0.5,Vendor-178,2,OFF-6932,0.7,0.0
TX-03816,26735.47,12,health,open,6,0.5,Vendor-171,2,OFF-6157,1.6,0.0
TX-03817,32893.06,12,education,open,6,0.5,Vendor-70,3,OFF-4498,6.5,0.0
TX-03818,26419.46,12,education,open,3,0.9610840642349544,Vendor-47,0,OFF-8178,0.3,0.0
TX-03819,14083.73,24,health,open,3,0.5,Vendor-95,2,OFF-6580,0.5,0.0
TX-03820,26372.6,12,defense,direct,4,0.5,Vendor-77,2,OFF-7119,2.2,0.0
TX-03821,45045.83,6,health,restricted,8,0.5,Vendor-171,5,OFF-4513,5.8,0.0
TX-03822,35034.4,24,education,open,4,0.5,Vendor-16,2,OFF-3053,2.1,0.0
TX-03823,42024.2,6,health,open,3,0.980763038552855,Vendor-196,2,OFF-4904,0.6,0.0
TX-03824,21245.66,6,education,open,4,0.713085424536823,Vendor-68,0,OFF-3188,2.3,0.0
TX-03825,92723.23,24,health,open,2,0.5,Vendor-159,2,OFF-2450,5.0,0.0
TX-03826,14172.54,12,education,open,7,0.5,Vendor-173,3,OFF-8822,1.7,0.0
TX-03827,53639.89,24,health,direct,2,0.5,Vendor-162,5,OFF-1870,1.6,0.0
TX-03828,93480.94,6,health,open,5,0.93837255279239,Vendor-69,3,OFF-9803,0.6,0.0
TX-03829,53355.19,12,education,direct,3,0.5,Vendor-6,2,OFF-2333,5.7,0.0
TX-03830,30883.6,6,education,open,5,0.6841009544851139,Vendor-20,0,OFF-1288,0.3,0.0
TX-03831,23798.13,12,health,open,5,0.5,Vendor-102,0,OFF-6599,0.9,0.0
TX-03832,83188.98,6,health,open,2,0.5,Vendor-22,2,OFF-8066,1.4,0.0
TX-03833,11633.22,12,health,open,6,0.5,Vendor-160,1,OFF-9872,6.8,0.0
TX-03834,16712.31,6,health,restricted,8,0.5,Vendor-94,1,OFF-4736,8.4,0.0
TX-03835,26422.04,6,health,open,6,0.5,Vendor-139,0,OFF-5477,0.9,0.0
TX-03836,97745.56,12,health,open,6,0.5,Vendor-37,2,OFF-8422,2.6,0.0
TX-03837,49208.13,36,education,open,2,0.5,Vendor-133,1,OFF-1570,9.0,0.0
TX-03838,16740.12,24,education,open,3,0.5,Vendor-198,3,OFF-2559,11.2,0.0
TX-03839,28332.19,36,education,restricted,3,0.6995956188755205,Vendor-84,4,OFF-7743,3.4,0.0
TX-03840,22215.41,12,education,restricted,2,0.5,Vendor-124,2,OFF-6945,1.3,0.0
TX-03841,20581.93,6,education,restricted,10,0.5,Vendor-38,1,OFF-9440,0.3,0.0
TX-03842,79468.15,12,health,direct,3,0.5,Vendor-141,3,OFF-6861,0.5,0.0
TX-03843,12119.92,12,defense,open,2,0.5,Vendor-88,3,OFF-9654,2.1,0.0
TX-03844,131534.53,6,education,open,7,0.5,Vendor-181,1,OFF-2737,0.1,0.0
TX-03845,70444.73,6,health,open,2,0.9179184456210687,Vendor-47,1,OFF-2879,17.7,0.0
TX-03846,86915.3,6,defense,open,4,0.5,Vendor-182,3,OFF-8025,0.9,0.0
TX-03847,25075.55,12,health,restricted,7,0.9733676218932403,Vendor-150,1,OFF-3494,1.0,0.0
TX-03848,32210.49,6,education,open,2,0.6462616860693416,Vendor-128,3,OFF-5556,1.9,0.0
TX-03849,11538.89,6,health,open,4,0.5,Vendor-89,0,OFF-9001,0.6,0.0
TX-03850,23867.43,12,defense,restricted,7,0.5,Vendor-61,0,OFF-8823,4.8,0.0
TX-03851,53902.05,12,education,open,2,0.5,Vendor-183,2,OFF-5207,0.7,0.0
TX-03852,102421.35,12,education,open,6,0.5,Vendor-118,3,OFF-6271,0.7,0.0
TX-03853,14977.05,24,education,open,1,0.65,Vendor-164,2,OFF-1637,4.9,1.0
TX-03854,27108.3,6,education,restricted,4,0.9717977926003093,Vendor-66,3,OFF-1005,4.5,0.0
TX-03855,32175.5,24,health,open,3,0.5,Vendor-130,1,OFF-1039,8.6,0.0
TX-03856,11889.0,6,defense,direct,3,0.9910805039084063,Vendor-142,4,OFF-7029,1.2,0.0
TX-03857,58283.8,12,health,open,2,0.65,Vendor-143,5,OFF-1373,1.4,1.0
TX-03858,20349.42,12,defense,open,5,0.5026416581272493,Vendor-47,5,OFF-3966,3.9,0.0
TX-03859,31060.36,36,education,open,3,0.5,Vendor-97,3,OFF-6551,1.0,0.0
TX-03860,25296.99,12,health,open,7,0.5,Vendor-49,2,OFF-9481,3.4,0.0
TX-03861,19312.91,6,health,restricted,3,0.5,Vendor-90,1,OFF-1575,2.4,0.0
TX-03862,36111.4,12,health,open,6,0.5,Vendor-146,3,OFF-2252,3.0,0.0
TX-03863,30561.99,12,defense,direct,4,0.5,Vendor-104,2,OFF-3993,1.3,0.0
TX-03864,26970.9,12,health,open,1,0.5,Vendor-19,7,OFF-4613,5.0,1.0
TX-03865,20276.76,6,health,open,3,0.5,Vendor-32,2,OFF-2174,5.3,0.0
TX-03866,46892.81,12,health,open,4,0.5,Vendor-9,3,OFF-6072,0.8,0.0
TX-03867,136338.2,6,health,open,2,0.5,Vendor-187,2,OFF-1887,4.2,0.0
TX-03868,40615.69,24,health,direct,4,0.5,Vendor-198,1,OFF-5346,5.0,0.0
TX-03869,80571.04,12,health,open,5,0.6445984263501708,Vendor-73,3,OFF-7026,0.1,0.0
TX-03870,11942.07,6,defense,open,6,0.65,Vendor-162,6,OFF-8119,1.6,1.0
TX-03871,41200.64,24,education,open,4,0.5,Vendor-128,2,OFF-4573,5.3,0.0
TX-03872,15094.8,12,defense,open,7,0.5,Vendor-78,0,OFF-6757,3.1,0.0
TX-03873,11141.81,12,education,open,2,0.5,Vendor-177,1,OFF-6420,8.6,0.0
TX-03874,20100.56,6,health,open,2,0.5,Vendor-106,2,OFF-5821,0.6,0.0
TX-03875,94232.41,12,defense,open,5,0.5,Vendor-69,1,OFF-9712,0.7,0.0
TX-03876,77653.56,12,health,open,4,0.5,Vendor-3,2,OFF-8037,5.7,0.0
TX-03877,44108.32,36,health,open,2,0.5,Vendor-83,1,OFF-1269,1.2,0.0
TX-03878,10655.59,6,health,open,3,0.5,Vendor-58,2,OFF-6057,0.4,0.0
TX-03879,31038.25,6,education,open,3,0.65,Vendor-67,0,OFF-8532,8.6,1.0
TX-03880,46228.88,36,health,open,5,0.5,Vendor-174,0,OFF-2723,2.8,0.0
TX-03881,41790.69,36,education,open,3,0.65,Vendor-75,2,OFF-3142,1.4,1.0
TX-03882,8307.92,6,defense,open,4,0.6170315595144586,Vendor-49,3,OFF-2861,6.4,0.0
TX-03883,17814.1,24,education,open,4,0.5,Vendor-83,3,OFF-4673,4.8,0.0
TX-03884,34500.8,6,health,direct,3,0.5,Vendor-144,4,OFF-8804,3.3,0.0
TX-03885,55772.31,24,education,open,1,0.5,Vendor-195,1,OFF-7160,1.1,0.0
TX-03886,6267.28,24,defense,open,5,0.9018904418609252,Vendor-181,1,OFF-1873,0.2,0.0
TX-03887,31898.07,6,health,restricted,5,0.5,Vendor-130,4,OFF-9040,1.0,0.0
TX-03888,40718.55,6,health,open,2,0.5,Vendor-141,2,OFF-9497,0.6,0.0
TX-03889,71660.11,6,health,open,5,0.5,Vendor-135,3,OFF-9588,2.0,0.0
TX-03890,63214.32,6,health,restricted,1,0.5,Vendor-199,2,OFF-1401,1.1,0.0
TX-03891,57875.94,6,education,open,4,0.5,Vendor-111,1,OFF-8123,7.3,0.0
TX-03892,19149.8,24,education,open,5,0.5,Vendor-119,2,OFF-4910,1.2,0.0
TX-03893,7891.95,6,health,open,3,0.5,Vendor-111,1,OFF-6778,1.5,0.0
TX-03894,26517.44,12,education,open,4,0.65,Vendor-170,2,OFF-1626,1.1,1.0
TX-03895,80927.22,24,education,open,5,0.5,Vendor-60,1,OFF-2996,0.6,0.0
TX-03896,110720.43,12,education,open,1,0.5,Vendor-105,1,OFF-4586,0.8,0.0
TX-03897,64115.36,12,health,open,2,0.5,Vendor-42,1,OFF-8176,1.2,0.0
TX-03898,51198.87,6,health,open,7,0.5,Vendor-197,5,OFF-9964,6.8,0.0
TX-03899,49203.09,12,health,restricted,1,0.5,Vendor-56,3,OFF-9198,6.5,0.0
TX-03900,23274.3,6,defense,open,2,0.9711117025389235,Vendor-24,1,OFF-5870,0.7,0.0
TX-03901,32726.87,24,education,direct,4,0.5,Vendor-54,2,OFF-3276,5.9,0.0
TX-03902,138034.04,6,health,open,4,0.5,Vendor-45,0,OFF-2945,3.3,0.0
TX-03903,17084.96,12,health,open,4,0.5,Vendor-58,3,OFF-7857,1.3,0.0
TX-03904,132167.2,12,education,open,4,0.9218097884984094,Vendor-108,3,OFF-2808,0.2,0.0
TX-03905,28067.78,12,health,open,4,0.5,Vendor-153,2,OFF-3131,2.8,0.0
TX-03906,104856.25,6,health,restricted,3,0.5,Vendor-165,1,OFF-1944,1.4,0.0
TX-03907,11784.59,6,health,open,4,0.5,Vendor-93,1,OFF-8084,3.5,0.0
TX-03908,58030.46,24,health,direct,1,0.5,Vendor-52,0,OFF-7002,8.7,0.0
TX-03909,20142.43,6,health,restricted,4,0.842170934278004,Vendor-143,2,OFF-3624,0.2,1.0
TX-03910,11705.17,6,health,open,4,0.5,Vendor-18,0,OFF-2736,2.3,0.0
TX-03911,43253.23,12,education,restricted,1,0.9256783272949023,Vendor-126,2,OFF-4986,0.6,0.0
TX-03912,81436.38,24,infrastructure,open,5,0.5,Vendor-11,3,OFF-3772,4.3,0.0
TX-03913,18472.66,12,health,open,3,0.5,Vendor-28,2,OFF-2942,9.8,0.0
TX-03914,10946.63,12,health,open,2,0.65,Vendor-168,1,OFF-4471,0.4,1.0
TX-03915,33742.86,12,health,restricted,3,0.5,Vendor-8,0,OFF-2834,10.1,0.0
TX-03916,33862.1,6,health,open,3,0.5,Vendor-14,2,OFF-9463,17.6,0.0
TX-03917,56311.59,12,education,open,7,0.5,Vendor-138,1,OFF-1228,2.4,0.0
TX-03918,77627.39,24,health,open,2,0.5,Vendor-173,0,OFF-1257,5.9,0.0
TX-03919,34629.73,36,health,restricted,3,0.65,Vendor-34,2,OFF-2351,2.1,1.0
TX-03920,160235.94,6,education,restricted,2,0.9424021179524973,Vendor-128,5,OFF-6191,0.1,0.0
TX-03921,43450.94,12,education,open,7,0.5,Vendor-104,2,OFF-9041,1.4,0.0
TX-03922,27525.24,12,health,open,3,0.5,Vendor-85,3,OFF-9273,1.5,0.0
TX-03923,10004.06,6,health,open,7,0.542509033188678,Vendor-117,2,OFF-4265,2.9,0.0
TX-03924,29433.02,12,education,open,4,0.5000350782366068,Vendor-186,3,OFF-3594,1.5,0.0
TX-03925,27747.21,6,health,restricted,4,0.5003746351593253,Vendor-108,1,OFF-1325,1.0,0.0
TX-03926,78295.38,12,health,direct,7,0.5,Vendor-74,1,OFF-1071,3.1,0.0
TX-03927,52574.52,6,education,open,3,0.5262388427724722,Vendor-60,2,OFF-7607,4.1,0.0
TX-03928,14136.35,12,health,open,7,0.5,Vendor-2,2,OFF-9110,1.5,0.0
TX-03929,41681.12,12,defense,open,4,0.5,Vendor-142,2,OFF-9262,5.1,0.0
TX-03930,62144.96,12,education,restricted,3,0.5,Vendor-195,1,OFF-9155,0.4,0.0
TX-03931,123306.09,12,health,restricted,4,0.5601016299695529,Vendor-96,0,OFF-1146,0.7,0.0
TX-03932,73865.65,6,education,open,4,0.65,Vendor-175,0,OFF-9063,2.2,1.0
TX-03933,66747.85,12,education,open,3,0.9145008265792477,Vendor-165,2,OFF-1512,2.8,0.0
TX-03934,38103.78,24,health,open,4,0.5,Vendor-57,0,OFF-6251,6.1,0.0
TX-03935,49545.64,6,health,open,4,0.5,Vendor-27,2,OFF-9630,0.2,0.0
TX-03936,98676.68,12,education,open,2,0.5,Vendor-131,2,OFF-4614,6.6,0.0
TX-03937,12503.68,12,education,open,6,0.5,Vendor-117,3,OFF-3853,1.6,0.0
TX-03938,27458.98,12,health,restricted,4,0.5,Vendor-32,2,OFF-6206,4.1,0.0
TX-03939,19573.76,12,health,open,5,0.9758126865258033,Vendor-76,4,OFF-1034,6.3,0.0
TX-03940,49183.94,12,defense,open,1,0.65,Vendor-130,2,OFF-7153,3.0,1.0
TX-03941,97166.16,6,education,direct,6,0.5342344410459431,Vendor-77,0,OFF-2022,3.3,0.0
TX-03942,22525.89,12,education,open,3,0.5,Vendor-160,4,OFF-3420,1.0,0.0
TX-03943,5365.56,12,education,open,4,0.5,Vendor-138,2,OFF-9866,1.0,0.0
TX-03944,26113.91,6,health,direct,5,0.5,Vendor-100,1,OFF-4494,0.0,0.0
TX-03945,75416.32,12,infrastructure,open,2,0.5,Vendor-115,1,OFF-5238,4.2,0.0
TX-03946,55832.08,12,health,direct,6,0.5667510424243805,Vendor-20,7,OFF-9961,3.3,0.0
TX-03947,51151.6,24,education,open,4,0.5,Vendor-11,1,OFF-2843,0.5,0.0
TX-03948,29027.69,6,health,open,4,0.5,Vendor-83,1,OFF-6281,1.1,0.0
TX-03949,13053.03,36,defense,restricted,3,0.5,Vendor-48,1,OFF-7339,3.1,0.0
